epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,216.846,2.22389,1.19932,0.85284,0.64088,0.29793,0.34378,0.12321,2.80566,1.45847,0.86647,0.00134695,0.00134695,0.00134695
31,223.803,2.28376,1.19776,0.84198,0.48878,0.36582,0.33343,0.11529,2.78102,1.47572,0.8686,0.00134412,0.00134412,0.00134412
32,231.045,2.38077,1.31271,0.84899,0.46193,0.40382,0.33553,0.10958,2.75799,1.59916,0.87076,0.00134129,0.00134129,0.00134129
33,238.031,2.32682,1.20271,0.85003,0.50826,0.43915,0.38162,0.12151,2.74615,1.51233,0.86567,0.00133846,0.00133846,0.00133846
34,245.202,2.23781,1.22702,0.85086,0.57491,0.34377,0.36422,0.14186,2.72295,1.52129,0.85974,0.00133563,0.00133563,0.00133563
35,253.058,2.20741,1.16038,0.84901,0.64559,0.35464,0.38477,0.13706,2.75292,1.55506,0.86159,0.0013328,0.0013328,0.0013328
36,260.629,2.28395,1.20825,0.84398,0.49082,0.37343,0.31485,0.10915,2.71013,1.5065,0.86295,0.00132997,0.00132997,0.00132997
37,268.657,2.22778,1.16943,0.84637,0.55656,0.42011,0.42009,0.16931,2.59527,1.4582,0.86272,0.00132714,0.00132714,0.00132714
38,277.218,2.19483,1.14367,0.82937,0.53022,0.37635,0.40245,0.1526,2.70864,1.47702,0.86935,0.00132431,0.00132431,0.00132431
39,286.842,2.26709,1.16224,0.85313,0.58906,0.32304,0.36982,0.15006,2.73989,1.6781,0.866,0.00132148,0.00132148,0.00132148
40,294.671,2.18569,1.16168,0.85219,0.41478,0.34305,0.30656,0.10419,2.7494,1.61695,0.86138,0.00131865,0.00131865,0.00131865
41,301.93,2.16933,1.14473,0.8387,0.49081,0.37056,0.297,0.10991,2.6699,1.6492,0.86502,0.00131582,0.00131582,0.00131582
42,308.652,2.05112,1.04574,0.84212,0.57157,0.48566,0.43907,0.14229,2.49825,1.60744,0.85236,0.00131299,0.00131299,0.00131299
43,315.448,2.1432,1.10204,0.82868,0.41804,0.35025,0.28205,0.08513,2.62745,1.68881,0.85966,0.00131016,0.00131016,0.00131016
44,322.271,2.13336,1.0619,0.85294,0.33671,0.31234,0.27197,0.07984,2.66397,1.72008,0.85597,0.00130733,0.00130733,0.00130733
45,328.895,2.04032,1.01125,0.8318,0.54061,0.36556,0.36924,0.11913,2.66653,1.57677,0.85489,0.00130451,0.00130451,0.00130451
46,335.604,2.13868,1.05002,0.83663,0.79409,0.40738,0.45428,0.15019,2.65692,1.40888,0.84961,0.00130168,0.00130168,0.00130168
47,342.609,2.01448,0.96785,0.82192,0.5848,0.41565,0.41778,0.15274,2.64908,1.49132,0.85204,0.00129885,0.00129885,0.00129885
48,350.441,2.07937,1.01677,0.8363,0.5306,0.58526,0.48385,0.16053,2.50081,1.43255,0.8446,0.00129602,0.00129602,0.00129602
49,357.834,2.07186,1.01285,0.83836,0.52628,0.46122,0.43192,0.1669,2.46251,1.36658,0.84197,0.00129319,0.00129319,0.00129319
50,365.058,2.06186,1.00915,0.81144,0.52667,0.49982,0.42394,0.15885,2.50983,1.31231,0.84153,0.00129036,0.00129036,0.00129036
51,373.05,1.96711,0.93402,0.83013,0.43187,0.45614,0.38261,0.13913,2.49726,1.33779,0.84937,0.00128753,0.00128753,0.00128753
52,381.309,1.98965,1.00623,0.8164,0.68156,0.42231,0.48299,0.1579,2.45769,1.33469,0.84429,0.0012847,0.0012847,0.0012847
53,388.48,2.04909,1.06146,0.81295,0.69713,0.42607,0.46685,0.15242,2.46862,1.39671,0.84157,0.00128187,0.00128187,0.00128187
54,395.777,2.03622,1.00842,0.82555,0.48467,0.41479,0.38045,0.13164,2.48693,1.46631,0.84063,0.00127904,0.00127904,0.00127904
55,404.08,2.14053,1.08328,0.81487,0.49523,0.36184,0.37229,0.14977,2.52672,1.46876,0.84511,0.00127621,0.00127621,0.00127621
56,411.492,1.98568,0.97225,0.81298,0.69409,0.33321,0.38174,0.14813,2.50503,1.49899,0.84887,0.00127338,0.00127338,0.00127338
57,419.17,2.05148,1.00389,0.82322,0.76184,0.3468,0.41034,0.16261,2.43945,1.31284,0.84435,0.00127055,0.00127055,0.00127055
58,426.042,2.03856,1.00115,0.82428,0.47533,0.3468,0.38793,0.15511,2.41384,1.44349,0.84151,0.00126772,0.00126772,0.00126772
59,434.68,2.0075,0.965,0.82935,0.46173,0.38857,0.37779,0.15624,2.37395,1.40075,0.83452,0.00126489,0.00126489,0.00126489
60,444.136,2.02709,1.00471,0.82389,0.71964,0.33177,0.39145,0.14315,2.4918,1.39278,0.84978,0.00126206,0.00126206,0.00126206
61,451.83,1.90575,0.99794,0.82151,0.7449,0.30138,0.39008,0.15479,2.44815,1.39812,0.8465,0.00125923,0.00125923,0.00125923
62,458.897,1.94687,0.95151,0.82755,0.69293,0.33929,0.37699,0.14643,2.51061,1.37045,0.84834,0.00125641,0.00125641,0.00125641
