epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,313.146,2.10969,1.06996,0.86199,0.82677,0.67516,0.7462,0.33091,2.15301,1.01244,0.89306,0.00117435,0.00117435,0.00117435
38,321.295,2.08241,1.03972,0.85785,0.89976,0.67782,0.75341,0.34096,2.10728,1.00714,0.8943,0.00116728,0.00116728,0.00116728
39,329.455,2.11682,1.06202,0.85633,0.8855,0.62522,0.73779,0.32549,2.11211,1.02639,0.89617,0.00116021,0.00116021,0.00116021
40,337.498,2.10744,1.05572,0.85645,0.78977,0.69426,0.74901,0.35549,2.00168,0.96635,0.88395,0.00115313,0.00115313,0.00115313
41,345.424,2.06527,1.01834,0.85232,0.79438,0.69082,0.72641,0.31049,2.15936,1.02151,0.88823,0.00114606,0.00114606,0.00114606
42,353.484,2.02506,0.96561,0.84941,0.71322,0.75383,0.78601,0.37113,2.04226,0.95275,0.88196,0.00113898,0.00113898,0.00113898
43,361.622,2.01908,0.98686,0.85918,0.89615,0.65086,0.76121,0.34165,2.15956,1.01985,0.89212,0.00113191,0.00113191,0.00113191
44,369.614,1.89863,0.93303,0.84941,0.88642,0.67561,0.76724,0.36072,2.01735,0.95974,0.88288,0.00112484,0.00112484,0.00112484
45,378.503,2.0385,1.00066,0.84471,0.87448,0.6294,0.77471,0.3464,2.01372,1.03271,0.87822,0.00111776,0.00111776,0.00111776
46,386.699,1.98638,0.96581,0.86047,0.89433,0.7102,0.80961,0.3705,2.01367,0.98605,0.88406,0.00111069,0.00111069,0.00111069
47,396.22,1.98464,1.01116,0.84833,0.86272,0.58322,0.7236,0.34366,2.00233,1.03826,0.88245,0.00110362,0.00110362,0.00110362
48,405.076,1.90058,0.92375,0.84269,0.87313,0.56798,0.69543,0.32422,2.03196,1.11212,0.88305,0.00109654,0.00109654,0.00109654
49,413.663,2.0467,1.02576,0.85253,0.82441,0.72312,0.79496,0.36675,2.10401,1.05499,0.88979,0.00108947,0.00108947,0.00108947
50,423.951,1.97417,0.9504,0.85005,0.84074,0.63715,0.71915,0.33086,2.01363,0.99374,0.87951,0.0010824,0.0010824,0.0010824
51,431.936,1.91015,0.87939,0.84671,0.8503,0.73022,0.82112,0.37969,1.95928,0.96672,0.87806,0.00107532,0.00107532,0.00107532
52,440.666,1.89647,0.92154,0.84561,0.85678,0.64818,0.77565,0.37263,2.02775,0.97882,0.88414,0.00106825,0.00106825,0.00106825
53,449.748,1.883,0.94267,0.84447,0.78335,0.68936,0.70966,0.34484,2.05784,0.9249,0.8814,0.00106118,0.00106118,0.00106118
54,457.975,1.89586,0.93578,0.83356,0.90531,0.69628,0.8177,0.35853,1.95629,0.91882,0.88435,0.0010541,0.0010541,0.0010541
55,466.242,1.88709,0.95302,0.82803,0.80157,0.66786,0.74862,0.35253,2.05645,0.97078,0.88428,0.00104703,0.00104703,0.00104703
56,474.519,1.84227,0.92506,0.84898,0.91461,0.69658,0.79294,0.36578,2.01093,0.9341,0.88468,0.00103995,0.00103995,0.00103995
57,484.086,1.89646,0.90347,0.84883,0.8485,0.69869,0.7697,0.35095,1.96233,0.99647,0.87617,0.00103288,0.00103288,0.00103288
58,492.429,1.9469,0.92718,0.84617,0.80137,0.73733,0.76751,0.39058,1.963,0.90104,0.87641,0.00102581,0.00102581,0.00102581
59,500.717,1.8569,0.89754,0.84268,0.87522,0.65623,0.75091,0.39913,1.85014,0.88121,0.87129,0.00101873,0.00101873,0.00101873
60,509.166,1.85424,0.86564,0.84389,0.92706,0.76311,0.81933,0.40315,1.93158,0.88039,0.8786,0.00101166,0.00101166,0.00101166
61,517.339,1.84334,0.89743,0.83617,0.91363,0.77205,0.83976,0.42679,1.95395,0.91819,0.88362,0.00100459,0.00100459,0.00100459
62,525.857,1.92296,0.92045,0.85007,0.93785,0.75671,0.85717,0.42945,1.85009,0.84935,0.87212,0.000997513,0.000997513,0.000997513
63,534.142,1.85141,0.86371,0.83654,0.89756,0.71475,0.779,0.38669,1.93475,0.92013,0.8719,0.00099044,0.00099044,0.00099044
64,544.264,1.78685,0.83798,0.83466,0.87679,0.74896,0.78643,0.37481,1.90835,0.94079,0.87365,0.000983366,0.000983366,0.000983366
65,553.921,1.83803,0.8515,0.84306,0.82487,0.75283,0.81058,0.38806,1.88926,0.88936,0.8773,0.000976293,0.000976293,0.000976293
66,562.291,1.86757,0.8618,0.83404,0.87237,0.8201,0.88205,0.39095,1.96982,0.87549,0.877,0.000969219,0.000969219,0.000969219
67,570.805,1.76929,0.85198,0.84255,0.81923,0.81623,0.87551,0.43494,1.88311,0.87226,0.87123,0.000962146,0.000962146,0.000962146
68,579.547,1.79457,0.85421,0.83118,0.89951,0.73345,0.85254,0.42543,1.85609,0.8276,0.87176,0.000955072,0.000955072,0.000955072
69,587.677,1.78844,0.83313,0.84238,0.86443,0.74116,0.82344,0.43781,1.8404,0.8414,0.86922,0.000947999,0.000947999,0.000947999
70,595.766,1.71484,0.79584,0.83317,0.88001,0.78366,0.85218,0.43358,1.84468,0.86257,0.86818,0.000940925,0.000940925,0.000940925
71,603.775,1.78077,0.8675,0.82537,0.76454,0.8223,0.84679,0.42795,1.8508,0.87183,0.86516,0.000933851,0.000933851,0.000933851
72,611.81,1.74117,0.81693,0.83487,0.95543,0.69946,0.82027,0.42973,1.86549,0.89324,0.8612,0.000926778,0.000926778,0.000926778
73,619.747,1.73511,0.77564,0.82037,0.8688,0.78255,0.84085,0.43933,1.74425,0.83182,0.86096,0.000919704,0.000919704,0.000919704
74,627.999,1.72268,0.79191,0.82882,0.87195,0.72388,0.81187,0.42757,1.79756,0.81009,0.865,0.000912631,0.000912631,0.000912631
75,636.094,1.72818,0.78978,0.8333,0.87682,0.79486,0.86855,0.45454,1.71504,0.81479,0.85807,0.000905557,0.000905557,0.000905557
76,644.939,1.60088,0.75098,0.82101,0.83377,0.82729,0.86989,0.43689,1.72142,0.83896,0.86328,0.000898484,0.000898484,0.000898484
77,654.001,1.80148,0.81403,0.82632,0.84798,0.82032,0.85704,0.42885,1.75042,0.8381,0.86211,0.00089141,0.00089141,0.00089141
78,662.543,1.71598,0.78101,0.83281,0.88679,0.77072,0.85856,0.45226,1.64747,0.81929,0.85943,0.000884337,0.000884337,0.000884337
79,670.526,1.65315,0.74874,0.83156,0.92646,0.7633,0.88422,0.44502,1.76818,0.83449,0.86322,0.000877263,0.000877263,0.000877263
80,679.622,1.72667,0.81604,0.82287,0.87943,0.76541,0.86237,0.44329,1.76433,0.82447,0.86456,0.00087019,0.00087019,0.00087019
81,687.588,1.68184,0.75498,0.83528,0.9449,0.74937,0.84877,0.45134,1.72942,0.85134,0.86376,0.000863116,0.000863116,0.000863116
82,697.516,1.70058,0.78829,0.83159,0.84711,0.76698,0.85807,0.40975,1.90539,0.85938,0.87177,0.000856042,0.000856042,0.000856042
83,705.385,1.64603,0.76626,0.82841,0.92155,0.77986,0.89246,0.47284,1.72754,0.80126,0.85979,0.000848969,0.000848969,0.000848969
84,713.579,1.70775,0.78858,0.82778,0.86365,0.7744,0.83195,0.42366,1.78362,0.82201,0.86713,0.000841895,0.000841895,0.000841895
85,722.054,1.63135,0.74555,0.82232,0.90996,0.7889,0.88009,0.44468,1.75842,0.83435,0.86624,0.000834822,0.000834822,0.000834822
86,730.389,1.67388,0.72501,0.83549,0.81888,0.70139,0.80093,0.40311,1.88627,0.8901,0.87462,0.000827748,0.000827748,0.000827748
87,738.362,1.68837,0.73491,0.823,0.88761,0.76876,0.87713,0.45038,1.74813,0.87447,0.86279,0.000820675,0.000820675,0.000820675
88,746.386,1.59759,0.70704,0.83289,0.85987,0.81827,0.87363,0.45001,1.73908,0.81934,0.86256,0.000813601,0.000813601,0.000813601
89,754.732,1.62117,0.74237,0.82282,0.8095,0.84355,0.88133,0.43394,1.86306,0.82716,0.8712,0.000806528,0.000806528,0.000806528
90,762.98,1.65712,0.77491,0.82173,0.83586,0.82387,0.89092,0.47183,1.76958,0.82579,0.86761,0.000799454,0.000799454,0.000799454
91,770.924,1.61886,0.76377,0.82289,0.82471,0.75091,0.85409,0.46415,1.789,0.867,0.87231,0.00079238,0.00079238,0.00079238
92,779.004,1.63977,0.71957,0.83026,0.83835,0.79994,0.85819,0.44144,1.81164,0.85326,0.8704,0.000785307,0.000785307,0.000785307
93,786.809,1.53974,0.72156,0.81726,0.8744,0.83347,0.88991,0.49402,1.70963,0.82272,0.8595,0.000778233,0.000778233,0.000778233
94,795.004,1.61179,0.74949,0.814,0.85469,0.85239,0.89636,0.48457,1.73647,0.84956,0.86228,0.00077116,0.00077116,0.00077116
95,802.795,1.58677,0.71452,0.81564,0.90284,0.82676,0.88885,0.48433,1.75041,0.82952,0.86045,0.000764086,0.000764086,0.000764086
96,810.144,1.66745,0.77326,0.81461,0.93991,0.83086,0.91147,0.49891,1.74763,0.81299,0.86137,0.000757013,0.000757013,0.000757013
97,818.126,1.59433,0.7361,0.82022,0.84022,0.82588,0.86372,0.46591,1.82378,0.8245,0.86878,0.000749939,0.000749939,0.000749939
98,825.884,1.59789,0.72578,0.82369,0.89619,0.81451,0.8775,0.49876,1.66411,0.77027,0.85525,0.000742866,0.000742866,0.000742866
99,833.706,1.65349,0.7509,0.82472,0.91537,0.81522,0.88066,0.4774,1.70247,0.78235,0.86096,0.000735792,0.000735792,0.000735792
100,841.494,1.6584,0.73148,0.81948,0.95946,0.76754,0.87657,0.46702,1.68775,0.78452,0.85868,0.000728719,0.000728719,0.000728719
101,849.303,1.6753,0.73795,0.81376,0.88182,0.71307,0.84515,0.4446,1.7362,0.80096,0.86361,0.000721645,0.000721645,0.000721645
102,857.129,1.60471,0.73025,0.82266,0.84393,0.75412,0.82483,0.46196,1.64578,0.78973,0.86006,0.000714571,0.000714571,0.000714571
103,864.936,1.61337,0.74964,0.81098,0.90511,0.77546,0.86426,0.46898,1.73871,0.80143,0.86327,0.000707498,0.000707498,0.000707498
104,873.098,1.54733,0.71003,0.8178,0.90368,0.82976,0.88502,0.47344,1.66664,0.78657,0.8615,0.000700424,0.000700424,0.000700424
105,881.077,1.63996,0.72405,0.82251,0.92027,0.84578,0.90841,0.48509,1.6077,0.75255,0.85434,0.000693351,0.000693351,0.000693351
106,890.59,1.6814,0.75092,0.8188,0.80883,0.83424,0.88329,0.49332,1.70519,0.78308,0.85753,0.000686277,0.000686277,0.000686277
107,898.925,1.65458,0.70219,0.81542,0.85333,0.84579,0.8891,0.48636,1.72268,0.79214,0.86473,0.000679204,0.000679204,0.000679204
108,907.244,1.49341,0.65855,0.81487,0.85699,0.84526,0.88985,0.47546,1.68286,0.77609,0.86127,0.00067213,0.00067213,0.00067213
109,915.487,1.41945,0.6604,0.81532,0.78462,0.81151,0.82548,0.45057,1.71532,0.80491,0.86074,0.000665057,0.000665057,0.000665057
110,923.604,1.50709,0.66908,0.82094,0.83695,0.843,0.89689,0.50854,1.65389,0.77809,0.8576,0.000657983,0.000657983,0.000657983
111,931.756,1.55411,0.71193,0.81793,0.78208,0.79251,0.84692,0.4887,1.66369,0.77857,0.85801,0.000650909,0.000650909,0.000650909
112,939.406,1.50862,0.7014,0.80607,0.86746,0.80292,0.8845,0.4842,1.71912,0.76571,0.86675,0.000643836,0.000643836,0.000643836
113,947.092,1.46729,0.68435,0.80562,0.88265,0.89926,0.91349,0.5162,1.68845,0.75539,0.86261,0.000636762,0.000636762,0.000636762
114,955.371,1.47345,0.65836,0.81416,0.95025,0.89318,0.92112,0.5197,1.65653,0.74858,0.86286,0.000629689,0.000629689,0.000629689
115,963.275,1.47769,0.65059,0.81439,0.90647,0.89783,0.91039,0.52971,1.67139,0.77172,0.86532,0.000622615,0.000622615,0.000622615
116,971.33,1.52289,0.66947,0.8095,0.88102,0.8359,0.86676,0.47449,1.74677,0.79711,0.86945,0.000615542,0.000615542,0.000615542
117,980.946,1.51553,0.65658,0.82204,0.86452,0.83265,0.86235,0.48114,1.67544,0.78919,0.86356,0.000608468,0.000608468,0.000608468
118,989.521,1.45936,0.66327,0.81408,0.88388,0.82296,0.87716,0.51386,1.67316,0.76454,0.86329,0.000601395,0.000601395,0.000601395
119,997.87,1.46454,0.6766,0.81318,0.9041,0.84148,0.89789,0.51918,1.651,0.75536,0.85776,0.000594321,0.000594321,0.000594321
120,1006.12,1.48496,0.66289,0.80621,0.90531,0.88097,0.90736,0.53778,1.623,0.74179,0.85335,0.000587248,0.000587248,0.000587248
121,1014.61,1.49381,0.67137,0.80584,0.92466,0.88372,0.91553,0.51264,1.73245,0.77729,0.86051,0.000580174,0.000580174,0.000580174
122,1023.1,1.53613,0.70287,0.81602,0.94882,0.84303,0.91367,0.52049,1.61455,0.72283,0.8557,0.0005731,0.0005731,0.0005731
123,1031.51,1.5473,0.68998,0.80709,0.90869,0.83301,0.90841,0.48796,1.71194,0.72822,0.86418,0.000566027,0.000566027,0.000566027
124,1039.91,1.53459,0.6765,0.81207,0.88277,0.89363,0.90962,0.51364,1.6308,0.71097,0.85886,0.000558953,0.000558953,0.000558953
125,1048.23,1.48173,0.66265,0.80537,0.85043,0.88266,0.90019,0.51717,1.63888,0.7154,0.85772,0.00055188,0.00055188,0.00055188
126,1056.44,1.49956,0.66959,0.8199,0.89746,0.8958,0.91867,0.51954,1.56682,0.69686,0.85769,0.000544806,0.000544806,0.000544806
127,1064.53,1.44017,0.62752,0.81126,0.8868,0.89456,0.91683,0.52245,1.55691,0.70009,0.85615,0.000537733,0.000537733,0.000537733
128,1072.25,1.47329,0.64434,0.80118,0.88537,0.88002,0.90267,0.49873,1.60931,0.72567,0.8629,0.000530659,0.000530659,0.000530659
129,1080.12,1.41021,0.64222,0.81018,0.89327,0.87813,0.90524,0.51353,1.57521,0.71134,0.85806,0.000523586,0.000523586,0.000523586
130,1088.13,1.40907,0.62567,0.80738,0.86851,0.8936,0.90918,0.51837,1.61857,0.70657,0.85768,0.000516512,0.000516512,0.000516512
131,1096.04,1.40472,0.62344,0.80618,0.95558,0.83065,0.91756,0.52325,1.62021,0.72857,0.85464,0.000509438,0.000509438,0.000509438
132,1103.96,1.46058,0.6927,0.80908,0.89499,0.90942,0.92473,0.54681,1.57759,0.71354,0.85376,0.000502365,0.000502365,0.000502365
133,1111.81,1.3898,0.63368,0.815,0.87896,0.8705,0.92061,0.54523,1.52123,0.70161,0.84742,0.000495291,0.000495291,0.000495291
134,1119.75,1.40175,0.62509,0.80447,0.87942,0.86811,0.9161,0.53796,1.57475,0.71937,0.85332,0.000488218,0.000488218,0.000488218
135,1127.6,1.44061,0.65591,0.81004,0.92092,0.8162,0.90191,0.52275,1.56987,0.72957,0.85352,0.000481144,0.000481144,0.000481144
136,1135.48,1.44936,0.63098,0.81478,0.92249,0.78344,0.89712,0.51804,1.60548,0.74833,0.85624,0.000474071,0.000474071,0.000474071
137,1143.3,1.37279,0.59814,0.80694,0.86419,0.80767,0.89449,0.51702,1.61424,0.74695,0.85528,0.000466997,0.000466997,0.000466997
138,1151.14,1.43603,0.62414,0.81392,0.90264,0.80794,0.90157,0.53947,1.54855,0.75871,0.85156,0.000459924,0.000459924,0.000459924
139,1159.12,1.42783,0.65889,0.80396,0.97443,0.78568,0.92089,0.5354,1.58937,0.77234,0.85552,0.00045285,0.00045285,0.00045285
140,1167,1.41982,0.61036,0.81704,0.96608,0.77988,0.91432,0.53986,1.5086,0.72128,0.84997,0.000445777,0.000445777,0.000445777
141,1175.11,1.3335,0.58484,0.80843,0.90705,0.84567,0.89655,0.53072,1.47548,0.6982,0.84924,0.000438703,0.000438703,0.000438703
142,1183.07,1.33156,0.58369,0.80072,0.90964,0.81067,0.88916,0.50834,1.58819,0.73445,0.85634,0.000431629,0.000431629,0.000431629
143,1190.88,1.30431,0.60064,0.80704,0.9143,0.82444,0.89957,0.55917,1.48288,0.7069,0.84976,0.000424556,0.000424556,0.000424556
144,1198.85,1.3443,0.60329,0.80774,0.8926,0.81214,0.90609,0.57359,1.44192,0.67719,0.84711,0.000417482,0.000417482,0.000417482
145,1206.53,1.38043,0.62218,0.79751,0.88039,0.7989,0.89471,0.55878,1.49551,0.68347,0.84879,0.000410409,0.000410409,0.000410409
146,1217.56,1.35892,0.60858,0.80762,0.96144,0.79293,0.92061,0.55871,1.51204,0.68208,0.85038,0.000403335,0.000403335,0.000403335
147,1227.24,1.28243,0.6067,0.79905,0.96427,0.8068,0.92351,0.54191,1.48184,0.67772,0.84909,0.000396262,0.000396262,0.000396262
148,1235.35,1.34302,0.60498,0.8026,0.96533,0.78521,0.91194,0.55192,1.52643,0.68837,0.85056,0.000389188,0.000389188,0.000389188
149,1243.41,1.26593,0.59134,0.80289,0.87465,0.83393,0.91438,0.57425,1.5034,0.69103,0.84992,0.000382115,0.000382115,0.000382115
150,1251.55,1.33799,0.62028,0.80437,0.93786,0.79691,0.91045,0.56008,1.56234,0.68335,0.85494,0.000375041,0.000375041,0.000375041
151,1259.55,1.3503,0.59368,0.80506,0.86351,0.86148,0.91488,0.55397,1.55039,0.67551,0.85188,0.000367967,0.000367967,0.000367967
152,1267.4,1.31288,0.60079,0.8015,0.89813,0.89171,0.92457,0.56869,1.51921,0.67577,0.85087,0.000360894,0.000360894,0.000360894
153,1275.16,1.36881,0.65695,0.79843,0.88184,0.89015,0.91699,0.55653,1.58416,0.69555,0.8521,0.00035382,0.00035382,0.00035382
154,1283.24,1.33749,0.61127,0.79802,0.92915,0.86983,0.91666,0.55808,1.5366,0.69133,0.8495,0.000346747,0.000346747,0.000346747
155,1291.11,1.33429,0.5895,0.7957,0.93463,0.86862,0.92477,0.54699,1.56567,0.6873,0.85374,0.000339673,0.000339673,0.000339673
156,1299.04,1.25262,0.53577,0.80092,0.87228,0.91085,0.92332,0.54375,1.52679,0.6786,0.84742,0.0003326,0.0003326,0.0003326
157,1306.83,1.31362,0.57299,0.80255,0.89956,0.90051,0.92788,0.54777,1.53726,0.67523,0.84762,0.000325526,0.000325526,0.000325526
158,1314.7,1.28854,0.55303,0.79924,0.9062,0.91473,0.93298,0.56324,1.53429,0.66128,0.84692,0.000318453,0.000318453,0.000318453
159,1323.88,1.31714,0.57881,0.79742,0.91558,0.90855,0.93086,0.55915,1.50678,0.65306,0.84705,0.000311379,0.000311379,0.000311379
160,1332.44,1.26666,0.57629,0.79805,0.96624,0.85601,0.92853,0.57711,1.51398,0.65066,0.84767,0.000304306,0.000304306,0.000304306
161,1341.96,1.2638,0.57193,0.79827,0.87757,0.89064,0.91858,0.57849,1.535,0.64875,0.84859,0.000297232,0.000297232,0.000297232
162,1350.62,1.2789,0.57437,0.79285,0.85077,0.87927,0.91195,0.56578,1.5403,0.66119,0.8498,0.000290158,0.000290158,0.000290158
163,1359.54,1.24954,0.57438,0.79842,0.94779,0.77579,0.90809,0.55569,1.53176,0.65728,0.84854,0.000283085,0.000283085,0.000283085
164,1367.88,1.24856,0.57188,0.78924,0.89825,0.84526,0.91454,0.57368,1.50827,0.6447,0.84707,0.000276011,0.000276011,0.000276011
165,1377.44,1.23932,0.5323,0.79778,0.89658,0.88372,0.91658,0.56471,1.51297,0.6505,0.84834,0.000268938,0.000268938,0.000268938
166,1385.73,1.27017,0.57318,0.79936,0.9714,0.88295,0.93343,0.55536,1.51526,0.6531,0.85039,0.000261864,0.000261864,0.000261864
167,1393.91,1.24301,0.54861,0.79611,0.97248,0.89607,0.93737,0.57625,1.43102,0.64655,0.84551,0.000254791,0.000254791,0.000254791
168,1402.19,1.28541,0.57975,0.79651,0.90668,0.90698,0.92666,0.58125,1.49044,0.65686,0.84658,0.000247717,0.000247717,0.000247717
169,1410.63,1.27944,0.56484,0.80064,0.91341,0.91574,0.93677,0.58732,1.4903,0.66066,0.84597,0.000240644,0.000240644,0.000240644
170,1419.02,1.22142,0.5658,0.79637,0.97174,0.84293,0.92893,0.57242,1.50048,0.64937,0.84759,0.00023357,0.00023357,0.00023357
171,1427.41,1.2368,0.55216,0.80961,0.97257,0.83214,0.92199,0.56749,1.49363,0.64527,0.84613,0.000226497,0.000226497,0.000226497
172,1435.7,1.20102,0.55776,0.78365,0.9085,0.91085,0.9314,0.58756,1.45324,0.62241,0.84441,0.000219423,0.000219423,0.000219423
173,1443.96,1.23513,0.54327,0.79967,0.91159,0.89197,0.92291,0.5757,1.48398,0.64218,0.84776,0.000212349,0.000212349,0.000212349
174,1452.18,1.26533,0.56795,0.80329,0.85995,0.90745,0.92024,0.55788,1.45803,0.62353,0.84808,0.000205276,0.000205276,0.000205276
175,1460.18,1.23503,0.53959,0.79621,0.91561,0.85069,0.92519,0.55584,1.48621,0.63643,0.8486,0.000198202,0.000198202,0.000198202
176,1468.4,1.23862,0.56546,0.79258,0.9135,0.85674,0.9214,0.56467,1.46415,0.6449,0.84801,0.000191129,0.000191129,0.000191129
177,1476.58,1.20643,0.5524,0.79885,0.90813,0.89196,0.9249,0.58131,1.45912,0.64338,0.84897,0.000184055,0.000184055,0.000184055
178,1486.81,1.22274,0.54138,0.79881,0.88318,0.89274,0.92146,0.58902,1.45795,0.64234,0.84751,0.000176982,0.000176982,0.000176982
179,1494.9,1.16679,0.53869,0.79565,0.88771,0.88455,0.92118,0.59835,1.4578,0.62862,0.84796,0.000169908,0.000169908,0.000169908
180,1503.22,1.19353,0.53722,0.80473,0.89,0.90665,0.92697,0.59428,1.45306,0.63048,0.84598,0.000162835,0.000162835,0.000162835
181,1511.22,1.17031,0.52879,0.80438,0.89271,0.90183,0.92097,0.58616,1.44145,0.63237,0.84492,0.000155761,0.000155761,0.000155761
182,1519.37,1.23224,0.54391,0.78901,0.90581,0.89853,0.92342,0.5911,1.44625,0.62654,0.84779,0.000148687,0.000148687,0.000148687
183,1527.25,1.1805,0.53861,0.79371,0.90869,0.89535,0.92659,0.58566,1.44662,0.62655,0.84783,0.000141614,0.000141614,0.000141614
184,1535.39,1.11536,0.52221,0.80865,0.96794,0.88727,0.93811,0.5882,1.42726,0.62489,0.84607,0.00013454,0.00013454,0.00013454
185,1543.37,1.15387,0.5331,0.79016,0.95395,0.87622,0.92787,0.57802,1.46495,0.63165,0.84732,0.000127467,0.000127467,0.000127467
